Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,E-mail 3,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,Instagram,Twitter,Facebook,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber,Telegram 1,Telegram 2,YouTube,Skype,Широта,Долгота,2GIS URL,Тип
PrintService,центр по ремонту принтеров и заправке картриджей,Компьютеры; Ремонт компьютеров; Заправка картриджей; Ремонт оргтехники; Системное администрирование,"Ташкентский тракт, 18/6",в Магазин автоаксессуаров,,,,Алматы,Карасайский район,Алматы,Казахстан,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00 (по предварительному звонку),+05:00,3.3,7,87780192058,,,,,,,,,,,,,https://wa.me/77780192058,,,,,,,,43.227441,76.743543,https://2gis.com/firm/70000001096800521,branch
Pro Comp,сервисный центр,Компьютеры; Ремонт компьютеров; Ремонт оргтехники; Сборка и апгрейд ПК; Системное администрирование,"улица Харьковская, 85",,050028,Нижняя пятилетка м-н,Турксибский район,Алматы,,Алматы,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+05:00,5.0,70,87073982005,,,,,,,,,https://instagram.com/koryakin_vyacheslav,,,,https://wa.me/77073982005,,,viber://chat/?number=77073982005,https://t.me/procomp1001,,https://youtube.com/@procomp8081,,43.354633,76.955706,https://2gis.com/firm/70000001094669949,branch
Profix Service,сервисный центр,Компьютеры; Ремонт компьютеров; Системное администрирование; Сборка и апгрейд ПК; Комиссионные магазины,"улица Спортивная, 10",2 этаж,050052,Мамыр м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 12:00-20:00; Вт: 12:00-20:00; Ср: 12:00-20:00; Чт: 12:00-20:00; Пт: 12:00-20:00; Сб: 12:00-20:00; Вс: 12:00-20:00,+05:00,5.0,60,87771877799,,,,,,,,,,,,,,,,,,,,,43.201703,76.843505,https://2gis.com/firm/70000001094393691,branch
Programmist Almaty,сервисный центр,Компьютеры; Ремонт компьютеров; Программное обеспечение; Сборка и апгрейд ПК; Бухгалтерские программы,"улица Муратбаева, 200",4 этаж,050022,,Алмалинский район,Алматы,,Алматы,Казахстан,"Пн: 09:00-13:00, 14:00-18:00; Вт: 09:00-13:00, 14:00-18:00; Ср: 09:00-13:00, 14:00-18:00; Чт: 09:00-13:00, 14:00-18:00; Пт: 09:00-13:00, 14:00-18:00",+05:00,5.0,16,87014987902,,,,,,,,,https://instagram.com/programmist_almaty,,,,https://wa.me/77014987902,,,,,,,,43.243862,76.920417,https://2gis.com/firm/70000001066767616,branch
Q-Hi mobile service,сервисный центр,Компьютеры; Ремонт компьютеров; Ремонт телефонов; Системное администрирование; Аксессуары к телефонам,"микрорайон Самал-1, 22",1 этаж; в MasterStore,050051,Самал-1 м-н,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00; Вс: 09:00-20:00,+05:00,4.9,17,87014876066,,,,,,,,,,,,,https://wa.me/77014876066,,,,https://t.me/qhi212,,,,43.235416,76.953539,https://2gis.com/firm/70000001099738408,branch
Qazaq investment Company,компания,Компьютеры,"проспект Райымбека, 519/3","1, 2 этаж",050024,,Алатауский район,Алматы,,Алматы,Казахстан,"Пн: 09:00-13:00, 14:00-18:00; Вт: 09:00-13:00, 14:00-18:00; Ср: 09:00-13:00, 14:00-18:00; Чт: 09:00-13:00, 14:00-18:00; Пт: 09:00-13:00, 14:00-18:00",+05:00,1.8,5,87477009049,87711167047,,,,,,,,,,,,https://wa.me/77477009049,https://wa.me/77711167047,,,,,,,43.238804,76.80959,https://2gis.com/firm/70000001080701502,branch
Qereq store,магазин электронных товаров,Компьютеры; Аксессуары к телефонам; Мобильные телефоны,"проспект Абылай хана, 62",18 сектор; 2 этаж,050004,,Алмалинский район,Алматы,,Алматы,Казахстан,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+05:00,4.3,13,87754370878,,,,,,,,,https://instagram.com/qereqstore.qz,,,,https://wa.me/77754370878,https://wa.me/77752741777,,,,,,,43.26205,76.941855,https://2gis.com/firm/70000001084528460,branch
Real Com Service,торгово-сервисная компания,Компьютеры; Оргтехника; Ремонт оргтехники; Ремонт компьютеров; Заправка картриджей,"улица Кунаева, 38",302 офис; 3 этаж,050004,,Медеуский район,Алматы,,Алматы,Казахстан,"Пн: 10:00-13:00, 14:00-19:00; Вт: 10:00-13:00, 14:00-19:00; Ср: 10:00-13:00, 14:00-19:00; Чт: 10:00-13:00, 14:00-19:00; Пт: 10:00-13:00, 14:00-19:00",+05:00,4.2,6,87018211118,87076790493,87086370255,,,,,,,,,,,https://wa.me/77018211118,https://wa.me/77076790493,https://wa.me/77086370255,,,,,,43.265051,76.948659,https://2gis.com/firm/9429940001014517,branch
Reball service,сервис-центр по ремонту ноутбуков и компьютеров,Компьютеры; Ремонт компьютеров; Сборка и апгрейд ПК; Монтаж компьютерных сетей; Системное администрирование,"улица Масанчи, 23/12",цокольный этаж,050000,,Алмалинский район,Алматы,,Алматы,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00 (по предварительной записи),+05:00,4.9,129,87023101492 (единый номер: пн-вс 9:00-20:00),,,,,,,,,,,,,https://wa.me/77023101492,,,,,,,,43.259024,76.927405,https://2gis.com/firm/70000001043616903,branch
Red Fox,интернет-магазин,Компьютеры,"12-й микрорайон, 26",1 этаж,050036,12-й м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-14:00,+05:00,5.0,26,87086418322,,,,,,,,,https://instagram.com/redfoxkz,,,,https://wa.me/77086418322,,,,https://t.me/redfox_helper,,,,43.221429,76.865805,https://2gis.com/firm/70000001074192449,branch
Red Geek,,Компьютеры; Комиссионные магазины; Мобильные телефоны; Аксессуары к телефонам,"Ораза Жандосова улица, 82",,050060,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 11:00-19:00; Вт: 11:00-19:00; Ср: 11:00-19:00; Чт: 11:00-19:00; Пт: 11:00-19:00; Сб: 11:00-19:00,+05:00,4.8,171,87087063040,,,,,,,,,https://instagram.com/redgeek.kz,,,,https://wa.me/77087063040,,,viber://chat/?number=77087063040,https://t.me/+77087063040,,,,43.226465,76.889903,https://2gis.com/firm/70000001042698240,branch
Rem comp service,сервисный центр по ремонту компьютерной техники,Компьютеры; Ремонт компьютеров; Заправка картриджей; Копировальные услуги; Расходные материалы для оргтехники,"улица Асета Бейсеуова, 22",,40616,,,,Жамбылский район,Алматинская область,Казахстан,Пн: 09:30-18:00; Вт: 09:30-18:00; Ср: 09:30-18:00; Чт: 09:30-18:00; Пт: 09:30-18:00; Сб: 10:00-17:00; Вс: 10:00-17:00,+05:00,5.0,6,87074049374,,,,,,,,,https://instagram.com/rem_comp_service_kargaly,,,,https://wa.me/77074049374,,,,,,,,43.159003,76.413335,https://2gis.com/firm/70000001083768606,branch
Restart techno-service,сервисный центр,Компьютеры; Ремонт компьютеров; Комиссионные магазины; Сборка и апгрейд ПК,"улица Тыныбаева, 42а",,050006,Калкаман-2 м-н,Наурызбайский район,Алматы,,Алматы,Казахстан,Пн: 11:00-19:00; Вт: 11:00-19:00; Ср: 11:00-19:00; Чт: 11:00-19:00; Пт: 11:00-19:00; Сб: 11:00-19:00,+05:00,5.0,4,87471488393 (сервис компьютеров и ноутбуков),87024493444 (сервис мобильных устройств),,,,,,,,,,,,https://wa.me/77471488393,,,,,,,,43.223371,76.810801,https://2gis.com/firm/70000001079119152,branch
RST Reset Service,сервисный центр,Компьютеры; Ремонт компьютеров; Сборка и апгрейд ПК,"проспект Абая, 21",3902 офис; цокольный этаж,050010,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00,+05:00,4.8,59,87078780602,,,,,,,,,,,,,https://wa.me/77078780602,,,,,,,,43.243389,76.953109,https://2gis.com/firm/70000001061069211,branch
Rx,компьютерный магазин,Компьютеры,"микрорайон Мамыр-4, 3",1 этаж,050036,Мамыр-4 м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,5.0,60,87070362035,,,,,,,,,https://instagram.com/rx.computer,,,,https://wa.me/77070362035,,,,,,,,43.21556,76.841421,https://2gis.com/firm/70000001062355540,branch
Sapa it Service,сервисный центр по ремонту ноутбуков,Компьютеры; Ремонт компьютеров; Сборка и апгрейд ПК; Программное обеспечение; Системное администрирование,"11-й микрорайон, 27",25 офис; цокольный этаж,050035,11 м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 11:00-18:00,+05:00,5.0,130,87074398634,,,,,,,,,https://instagram.com/sapa_it_service,,,,https://wa.me/77074398634,,,,,,,,43.219439,76.873425,https://2gis.com/firm/70000001076179817,branch
Saphone,магазин по продаже сотовых аксессуаров и ремонту телефонов,Компьютеры; Аксессуары к телефонам; Ремонт телефонов; Мобильные телефоны; Элементы питания,"улица Щепкина, 35Б",1 этаж; слева от центрального входа,050043,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 10:00-21:30; Вт: 10:00-21:30; Ср: 10:00-21:30; Чт: 10:00-21:30; Пт: 10:00-21:30; Сб: 10:00-21:30; Вс: 10:00-21:30,+05:00,4.8,56,87079780008,,,,,,,,,https://instagram.com/saphone_kz,,,,,,,,,,,,43.204833,76.877814,https://2gis.com/firm/70000001067245611,branch
Shop3D,магазин,Компьютеры; 3D-печать; Оборудование для 3D печати; Сетевое оборудование; Бытовая техника,"улица Утеген батыра, 11а",304 офис; 3 этаж,050031,,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 11:00-18:00; Вт: 11:00-18:00; Ср: 11:00-18:00; Чт: 11:00-18:00; Пт: 11:00-18:00; Сб: 11:00-16:00,+05:00,3.7,12,87773579030,,,,,,,,,https://instagram.com/tsunami_electronics,,,,https://wa.me/77773579030,,,,,,,,43.244085,76.85541,https://2gis.com/firm/70000001062726486,branch
Shopster,интернет-магазин сетевого оборудования,Компьютеры; Оргтехника; Охранные системы; Сетевое оборудование,"проспект Турара Рыскулова, 101/2",103 офис; 1 этаж,050058,,Жетысуский район,Алматы,,Алматы,Казахстан,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+05:00,4.7,5,87775829928,87770888222,,,,,,,,https://instagram.com/shopster.kz,,,,https://wa.me/77775829928,,,,,,,,43.274159,76.888615,https://2gis.com/firm/70000001045819471,branch
Silky Way,магазин по продаже компьютеров,Компьютеры,"улица Коперника, 124а/2",,050007,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00,+05:00,5.0,3,87273390253,,,,,,,,,,,,,,,,,,,,,43.269347,76.967833,https://2gis.com/firm/70000001092873392,branch
Siriusmobile. kz,островок по продаже мобильных телефонов,Компьютеры; Мобильные телефоны; Аксессуары к телефонам; Помощь в подключении услуг связи,"улица Тимирязева, 42 к3",1 этаж; витрина 47,050057,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00 (по предварительному звонку),+05:00,,,87774662002,,,,,,,,,,,,,https://wa.me/77772625666,https://wa.me/77774662002,,,,,,,43.224796,76.908327,https://2gis.com/firm/70000001048926405,branch
Smart Tech Service,мастерская по ремонту компьютеров и ноутбуков,Компьютеры; Ремонт компьютеров; Программное обеспечение; Комиссионные магазины; Элементы питания,"улица Макатаева, 45",115 бутик; 1 этаж; возле эскалатора,050002,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+05:00,3.2,6,87714575347,87023265977,,,,,,,,,,,,https://wa.me/77714575347,https://wa.me/77023265977,,,,,,,43.264973,76.955657,https://2gis.com/firm/70000001037551071,branch
SmartCom,сервисный центр,Компьютеры; Ремонт компьютеров,"улица Толе би, 266",21 бутик; 2 этаж,050005,,Алмалинский район,Алматы,,Алматы,Казахстан,Пн: 10:30-18:00; Ср: 10:30-18:00; Чт: 10:30-18:00; Пт: 10:30-18:00; Сб: 10:30-18:00; Вс: 10:30-18:00,+05:00,5.0,1,87012216623,,,,,,,,,,,,,https://wa.me/77012216623,,,,,,,,43.249802,76.877107,https://2gis.com/firm/70000001089632065,branch
Smartnote,сервисный центр,Компьютеры; Ремонт компьютеров; Программное обеспечение,"14-я линия, 6",,,Коянкус с.,,Алатау,Алатау городская администрация,Алматинская область,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,4.9,2,87012292229,87779221943,,,,,,,,,,,,https://wa.me/77012292229,,,,,,,,43.412564,76.941624,https://2gis.com/firm/70000001089078482,branch
Soft Kaz Group,оптовый склад компьютерной техники,Компьютеры; Оргтехника; Программное обеспечение; Мебель для учебных учреждений; Проекционное оборудование,"Коммунальная улица, 4",200 офис; 2 этаж,050050,,Жетысуский район,Алматы,,Алматы,Казахстан,"Пн: 09:00-13:00, 14:00-18:00; Вт: 09:00-13:00, 14:00-18:00; Ср: 09:00-13:00, 14:00-18:00; Чт: 09:00-13:00, 14:00-18:00; Пт: 09:00-13:00, 14:00-18:00 (по предварительному звонку)",+05:00,5.0,2,87780010905,,,,,,,,,https://instagram.com/softkazgroup,,,,https://wa.me/77780010905,,,,https://t.me/+77780010905,,,,43.271133,76.932005,https://2gis.com/firm/70000001077207062,branch
Systemnik Service,сервисный центр,Компьютеры; Ремонт компьютеров; Копировальные услуги; Сборка и апгрейд ПК; Электронные подписи,"улица Менделеева, 17Б/1",2 этаж; вторая дверь,041602,,,Талгар,Талгарский район,Алматинская область,Казахстан,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 09:00-19:00; Вс: 09:00-19:00 (по предварительному звонку),+05:00,4.7,16,87477778513 (для жалоб и предложений),,,,,,,,,https://instagram.com/systemnik_service_talgar,,,,https://wa.me/77477778513,,,,https://t.me/+77477778513,,,,43.335369,77.247803,https://2gis.com/firm/70000001067833497,branch
Talgar System Llp,компания,Компьютеры; Сетевое оборудование; Программное обеспечение; Системное администрирование; Оргтехника,"проспект Назарбаева, 103",706 офис; 7 этаж,050000,,Алмалинский район,Алматы,,Алматы,Казахстан,"Пн: 09:00-13:00, 14:00-18:00; Вт: 09:00-13:00, 14:00-18:00; Ср: 09:00-13:00, 14:00-18:00; Чт: 09:00-13:00, 14:00-18:00; Пт: 09:00-13:00, 14:00-18:00",+05:00,,,87059904736,,,,,,,,,,,,,https://wa.me/77059904736,,,,,,,,43.257805,76.945751,https://2gis.com/firm/70000001109581975,branch
Taures,сервисный центр,Компьютеры; Сборка и апгрейд ПК; Ремонт компьютеров; Монтаж охранно-пожарных систем,"улица Бакинская, 4",,,,,Талгар,Талгарский район,Алматинская область,Казахстан,Пн: 09:00-17:00; Вт: 09:00-17:00; Ср: 09:00-17:00; Чт: 09:00-17:00; Пт: 09:00-17:00; Сб: 09:00-17:00; Вс: 09:00-17:00,+05:00,,,87772939999,,,,,,,,,,,,,https://wa.me/77772939999,,,,,,,,43.33686,77.259904,https://2gis.com/firm/70000001066156924,branch
Teb Gaming,сервисный центр по ремонту компьютеров,Компьютеры; Ремонт компьютеров,"улица Макатаева, 117 лит Д",208 офис; 3 этаж,050000,,Алмалинский район,Алматы,,Алматы,Казахстан,Пн: 13:00-23:00; Вт: 13:00-23:00; Ср: 13:00-23:00; Чт: 13:00-23:00; Пт: 13:00-23:00; Сб: 13:00-23:00; Вс: 13:00-23:00,+05:00,5.0,1,87053706367,87071110321,,,,,,,,https://instagram.com/tebgaming.kz,,,,https://wa.me/77071110321,https://wa.me/77053706367,,,,,,,43.264684,76.927479,https://2gis.com/firm/70000001099971889,branch
Teb Gaming,сервисный центр по ремонту компьютеров,Компьютеры; Ремонт компьютеров,"проспект Абая, 52в",725 офис; 7 этаж,050008,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 13:00-23:00; Вт: 13:00-23:00; Ср: 13:00-23:00; Чт: 13:00-23:00; Пт: 13:00-23:00; Сб: 13:00-23:00; Вс: 13:00-23:00,+05:00,4.7,45,87053706367,87071110321,,,,,,,,https://instagram.com/tebgaming.kz,,,,https://wa.me/77071110321,https://wa.me/77053706367,,,https://t.me/httpsadil,,,,43.238497,76.914105,https://2gis.com/firm/70000001099971861,branch
TecHHub,онлайн-магазин по продаже компьютеров,Компьютеры,,,,,,Алматы,,Алматы,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,5.0,1,87051946524,87779542516,,,,,,,,https://instagram.com/techhub_pvl,,,,https://wa.me/77051946524,https://wa.me/77779542516,,,,,,,,,https://2gis.com/firm/70000001103901577,branch
Technic Service,сервисный центр,Компьютеры; Ремонт компьютеров,"проспект Жибек Жолы, 55",1 этаж; в конце зала справа от лестницы,050002,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+05:00,5.0,3,87077682397,87064071974,,,,,,,,https://instagram.com/technic.service,,,,https://wa.me/77077682397,https://wa.me/77064071974,,,,,,,43.26287,76.953753,https://2gis.com/firm/70000001060039529,branch
Techno Kings,комиссионный магазин,Компьютеры; Комиссионные магазины; Мобильные телефоны; Аудиотехника и видеотехника,"улица Пушкина, 41",,050016,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-24:00; Вс: 10:00-24:00,+05:00,4.8,32,87087214819,,,,,,,,,https://instagram.com/technokings1,,,,https://wa.me/77087214819,,,,,,,,43.263822,76.952306,https://2gis.com/firm/70000001105466810,branch
Temirtas1986,магазин по продаже электроники,Компьютеры; Мобильные телефоны,"проспект Абылай хана, 62",105 кабинет; 4 этаж,050004,,Алмалинский район,Алматы,,Алматы,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+05:00,5.0,8,87054707786,,,,,,,,,https://instagram.com/temirtas1986,,,,https://wa.me/77054707786,,,,,,,,43.26205,76.941855,https://2gis.com/firm/70000001094675515,branch
TNP trade,компания,Компьютеры,"улица Айтеке би, 193",,050026,,Алмалинский район,Алматы,,Алматы,Казахстан,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+05:00,4.6,9,87077772822,,,,,,,,,https://instagram.com/tnp_trade_almaty,,,,https://wa.me/77077772822,,,,,,,,43.255804,76.906677,https://2gis.com/firm/70000001066032750,branch
todservis.kz,бутик по ремонту телефонов,Компьютеры; Ремонт телефонов; Ремонт компьютеров; Мобильные телефоны,"проспект Абылай хана, 62",2 сектор; 2 этаж,050004,,Алмалинский район,Алматы,,Алматы,Казахстан,Пн: 11:00-20:00; Вт: 11:00-20:00; Ср: 11:00-20:00; Чт: 11:00-20:00; Пт: 11:00-20:00; Сб: 11:00-20:00; Вс: 11:00-20:00,+05:00,,,87075777516,,,,,,,,,https://instagram.com/todservis.kz,,,,,,,,,,,,43.26205,76.941855,https://2gis.com/firm/70000001114288760,branch
Trade City,компания по продаже серверного оборудования,Компьютеры; Сетевое оборудование; Программное обеспечение; Системное администрирование,"улица Толе би, 286/2",206 офис; 2 этаж,050005,,Алмалинский район,Алматы,,Алматы,Казахстан,"Пн: 09:00-13:00, 14:00-18:00; Вт: 09:00-13:00, 14:00-18:00; Ср: 09:00-13:00, 14:00-18:00; Чт: 09:00-13:00, 14:00-18:00; Пт: 09:00-13:00, 14:00-18:00",+05:00,5.0,1,87007606052,,,,,,,,,,,,,,,,,https://t.me/Trade_City,,,,43.248043,76.869342,https://2gis.com/firm/9429940000790707,branch
Tristan КМ,,"Компьютеры; Комиссионные магазины; Мобильные телефоны; Покупка драгметаллов, ювелирных изделий","улица Кунаева, 98",36 бутик; цокольный этаж,041604,,,Талгар,Талгарский район,Алматинская область,Казахстан,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 09:00-19:00; Вс: 09:00-19:00,+05:00,3.2,2,87076668645,,,,,,,,,,,,,https://wa.me/77076668645,,,,,,,,43.303111,77.233224,https://2gis.com/firm/70000001045478129,branch
TechnoPoint,сервисный центр,Компьютеры; Программное обеспечение; Мобильные телефоны; Аксессуары к телефонам; Разработка и продвижение сайтов; Ремонт компьютеров; Ремонт телефонов; Ремонт цифровой техники; Аудиотехника и видеотехника; Заправка картриджей; Запчасти к телефонам; Радиоуправляемые модели; Сборка и апгрейд ПК; Системное администрирование; Элементы питания,"9-й микрорайон, 19",,050036,9-й м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,5.0,54,87065159002,,,,,,,,,,,,,https://wa.me/77065159002,,,,,,,,43.212736,76.858727,https://2gis.com/firm/70000001115207437,branch
Varma Tech,торговая компания,Компьютеры,"улица Монгольская, 44",302 офис; 3 этаж,050026,,Алмалинский район,Алматы,,Алматы,Казахстан,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+05:00,,,87057687933,,,,,,,,,,,,,https://wa.me/77057687933,,,,,,,,43.263139,76.91441,https://2gis.com/firm/70000001115777812,branch
Velar,бутик сотовых телефонов и аксессуаров,Компьютеры; Мобильные телефоны; Аксессуары к телефонам; Помощь в подключении услуг связи; Ремонт телефонов,"проспект Абылай хана, 62","10, 11 место; 28 сектор; 2 этаж",050004,,Алмалинский район,Алматы,,Алматы,Казахстан,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+05:00,4.4,4,87086044399,87001923252,,,,,,,,https://instagram.com/velar.kzt,,,,https://wa.me/77086044399,,,,,,,,43.26205,76.941855,https://2gis.com/firm/70000001066992025,branch
Veltrix,магазин компьютерной техники,Компьютеры,"микрорайон Аксай-1, 11/10",цокольный этаж,050031,Аксай-1 м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,"Пн: 08:00-12:00, 13:00-17:00; Вт: 08:00-12:00, 13:00-17:00; Ср: 08:00-12:00, 13:00-17:00; Чт: 08:00-12:00, 13:00-17:00; Пт: 08:00-12:00, 13:00-17:00",+05:00,5.0,1,87005558088,,,,,,,,,,,,,https://wa.me/77005558088,,,,https://t.me/+77005558088,,,,43.24199,76.831146,https://2gis.com/firm/70000001113591628,branch
Vertex trade,интернет-магазин,"Компьютеры; Бытовая техника; Радиоуправляемые модели; Звуковое, световое и видеооборудование","улица Мусоргского, 2/4",12 кабинет; 1 этаж,050016,,Жетысуский район,Алматы,,Алматы,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,5.0,4,87783315830,,,,,,,,,https://instagram.com/vertex_trade_kz,,,,https://wa.me/77783315830,,,,,,,,43.284745,76.94945,https://2gis.com/firm/70000001065981487,branch
Visystem Service,выездная компания по ремонту компьютеров и ноутбуков,Компьютеры; Ремонт компьютеров; Системное администрирование; Ремонт оргтехники; Монтаж охранно-пожарных систем,"микрорайон Казахфильм, 27",1 этаж,050023,Казахфильм м-н,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00; Вс: 09:00-18:00 (по предварительному звонку),+05:00,5.0,15,87089564009,,,,,,,,,,,,,https://wa.me/77089564009,,,,,,,,43.196306,76.907365,https://2gis.com/firm/70000001098871776,branch
vstrade,торговая компания,Компьютеры; Оргтехника; Расходные материалы для оргтехники,"Аральская улица, 8",1 этаж,050056,,Турксибский район,Алматы,,Алматы,Казахстан,"Пн: 09:00-12:30, 13:30-18:00; Вт: 09:00-12:30, 13:30-18:00; Ср: 09:00-12:30, 13:30-18:00; Чт: 09:00-12:30, 13:30-18:00; Пт: 09:00-12:30, 13:30-18:00",+05:00,4.7,43,87272785478,87272275822,,,,,,,,,,,,,,,,,,,,43.304816,76.95471,https://2gis.com/firm/70000001031935313,branch
WellMart,торгово-сервисная компания,Компьютеры; Фотоцентры; Копировальные услуги; Фото на документы; Оперативная полиграфия; Полиграфия; Дизайн рекламы; Широкоформатная печать; Ремонт компьютеров; Фототовары; Термотрансфер; Флексопечать; Рекламные агентства полного цикла; Заправка картриджей; Сборка и апгрейд ПК; Печать на сувенирах; Офсетная печать; Плоттерная резка; Послепечатная обработка; Предпечатная подготовка; Прямая цифровая печать; Помощь в подключении услуг связи; Канцтовары,"микрорайон Аксай-3, 5/1",4 бутик; 1 этаж,050031,Аксай-3 м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 11:00-18:00; Вс: 11:00-18:00,+05:00,4.9,102,87717287022,87273270430,,,,,,,,https://instagram.com/by.klavdia,,,,https://wa.me/77717287022,,,,,,,,43.238563,76.829435,https://2gis.com/firm/70000001081830517,branch
